symbol	company	listing_date	market_date	sector	sub_sector	open_price	close_price	low_price	high_price	volume
AZO	AutoZone Inc		2016-01-25	Consumer Discretionary	Specialty Stores	728.81	728.52	727.73	738.95	220300
BA	Boeing Company		2016-01-25	Industrials	Aerospace & Defense	124.60	124.01	123.40	125.24	4551600
BAC	Bank of America Corp	1976-06-30	2016-01-25	Financials	Banks	13.54	12.96	12.94	13.55	186419100
BAX	Baxter International Inc.	1972-09-30	2016-01-25	Health Care	Health Care Equipment	36.03	36.05	35.93	36.50	3870000
BBBY	Bed Bath & Beyond		2016-01-25	Consumer Discretionary	Specialty Stores	43.77	43.39	43.34	44.04	2179400
BBT	BB&T Corporation		2016-01-25	Financials	Banks	31.80	31.11	31.08	31.88	7275300
BBY	Best Buy Co. Inc.		2016-01-25	Consumer Discretionary	Computer & Electronics Retail	27.20	27.07	26.92	27.43	5654300
BCR	Bard (C.R.) Inc.	1975-06-30	2016-01-25	Health Care	Health Care Equipment	183.48	184.10	182.60	186.40	612500
BDX	Becton Dickinson	1972-09-30	2016-01-25	Health Care	Health Care Equipment	145.12	144.90	144.69	146.70	974600
BEN	Franklin Resources		2016-01-25	Financials	Asset Management & Custody Banks	33.79	32.53	32.49	34.00	4352200
BHI	Baker Hughes Inc		2016-01-25	Energy	Oil & Gas Equipment & Services	41.26	39.18	39.12	41.77	2800500
BIIB	BIOGEN IDEC Inc.		2016-01-25	Health Care	Biotechnology	269.46	262.10	261.30	271.21	1792400
BK	The Bank of New York Mellon Corp.		2016-01-25	Financials	Banks	35.02	34.67	34.56	35.20	8933700
BLK	BlackRock	2011-04-04	2016-01-25	Financials	Asset Management & Custody Banks	300.06	289.72	289.20	300.94	1010500
BLL	Ball Corp	1984-10-31	2016-01-25	Materials	Metal & Glass Containers	68.33	66.63	66.21	68.75	1730000
BMY	Bristol-Myers Squibb		2016-01-25	Health Care	Health Care Distributors	64.23	62.92	62.64	64.42	7957100
BSX	Boston Scientific		2016-01-25	Health Care	Health Care Equipment	17.81	17.53	17.46	17.97	9349400
BWA	BorgWarner	2011-12-19	2016-01-25	Consumer Discretionary	Auto Parts & Equipment	28.92	28.23	28.16	29.00	3843700
BXP	Boston Properties		2016-01-25	Real Estate	REITs	119.21	117.81	117.60	120.38	727100
C	Citigroup Inc.	1988-05-31	2016-01-25	Financials	Banks	40.81	39.55	39.45	40.96	31924000
CA	CA, Inc.	1987-07-31	2016-01-25	Information Technology	Systems Software	26.55	26.25	26.15	26.67	4111800
CAG	ConAgra Foods Inc.	1983-08-31	2016-01-25	Consumer Staples	Packaged Foods & Meats	39.90	39.08	38.92	40.00	5308700
CAH	Cardinal Health Inc.		2016-01-25	Health Care	Health Care Distributors	81.73	81.20	81.00	82.29	2113300
CAT	Caterpillar Inc.		2016-01-25	Industrials	Construction & Farm Machinery & Heavy Trucks	58.96	57.91	57.76	59.35	10971500
CB	Chubb Limited	2010-07-15	2016-01-25	Financials	Property & Casualty Insurance	109.95	108.00	107.82	109.99	2985000
CBG	CBRE Group		2016-01-25	Real Estate	Real Estate Services	28.54	27.30	27.27	28.64	4038500
CBS	CBS Corp.	1994-09-01	2016-01-25	Consumer Discretionary	Broadcasting & Cable TV	46.65	46.29	45.84	46.94	4575700
CCI	Crown Castle International Corp.	2012-03-14	2016-01-25	Real Estate	REITs	81.58	81.19	81.13	82.18	2472200
CCL	Carnival Corp.		2016-01-25	Consumer Discretionary	Hotels, Resorts & Cruise Lines	49.55	48.80	48.68	49.80	4936900
CELG	Celgene Corp.		2016-01-25	Health Care	Biotechnology	109.24	106.70	106.55	109.91	5389000
CERN	Cerner	2010-04-30	2016-01-25	Health Care	Health Care Technology	56.96	56.18	56.02	57.26	2027200
CF	CF Industries Holdings Inc	2008-08-27	2016-01-25	Materials	Fertilizers & Agricultural Chemicals	29.49	28.60	28.24	29.55	4118900
CFG	Citizens Financial Group	2016-01-29	2016-01-25	Financials	Regional Banks	20.78	19.79	19.73	20.92	12599300
CHD	Church & Dwight	2015-12-29	2016-01-25	Consumer Staples	Household Products	80.35	79.45	79.28	80.58	2066200
CHK	Chesapeake Energy		2016-01-25	Energy	Integrated Oil & Gas	3.27	2.95	2.95	3.60	26632200
CHRW	C. H. Robinson Worldwide		2016-01-25	Industrials	Air Freight & Logistics	62.75	62.72	62.61	64.00	2699500
CHTR	Charter Communications	2016-09-08	2016-01-25	Consumer Discretionary	Cable & Satellite	174.90	172.34	171.68	176.51	1032300
CI	CIGNA Corp.	1976-06-30	2016-01-25	Health Care	Managed Health Care	138.26	135.85	135.67	138.86	1664500
CINF	Cincinnati Financial		2016-01-25	Financials	Property & Casualty Insurance	54.90	54.16	54.11	55.02	710800
CL	Colgate-Palmolive		2016-01-25	Consumer Staples	Household Products	64.33	63.93	63.76	64.61	3728100
CLX	The Clorox Company	1969-03-31	2016-01-25	Consumer Staples	Household Products	126.33	125.04	124.95	127.42	1684300
CMA	Comerica Inc.		2016-01-25	Financials	Regional Banks	33.40	32.04	31.92	33.59	3688700
CMCSA	Comcast A Corp	2015-09-18	2016-01-25	Consumer Discretionary	Cable & Satellite	55.08	54.21	54.11	55.31	10681100
CME	CME Group Inc.		2016-01-25	Financials	Financial Exchanges & Data	84.59	84.64	84.50	85.88	1809200
CMG	Chipotle Mexican Grill	2011-04-28	2016-01-25	Consumer Discretionary	Restaurants	447.92	442.17	431.52	448.92	1573700
CMI	Cummins Inc.	1965-03-31	2016-01-25	Industrials	Industrial Machinery	85.00	84.05	84.02	86.09	1857900
CMS	CMS Energy		2016-01-25	Utilities	MultiUtilities	36.64	36.38	36.20	36.66	1767200
CNC	Centene Corporation	2016-03-30	2016-01-25	Health Care	Managed Health Care	62.87	61.38	61.13	62.98	1846800
CNP	CenterPoint Energy	1985-07-31	2016-01-25	Utilities	MultiUtilities	17.69	17.10	17.02	17.81	4858100
COF	Capital One Financial		2016-01-25	Financials	Consumer Finance	60.69	58.66	58.49	61.01	5711500
COG	Cabot Oil & Gas	2008-06-23	2016-01-25	Energy	Oil & Gas Exploration & Production	18.94	18.40	18.38	19.78	12120500
COH	Coach Inc.		2016-01-25	Consumer Discretionary	Apparel, Accessories & Luxury Goods	32.06	30.35	30.18	32.17	10744500
COL	Rockwell Collins		2016-01-25	Industrials	Industrial Conglomerates	84.34	80.48	79.52	84.47	2465300
COO	The Cooper Companies	2016-09-23	2016-01-25	Health Care	Health Care Supplies	127.22	125.51	125.45	127.67	572100
COP	ConocoPhillips		2016-01-25	Energy	Oil & Gas Exploration & Production	36.80	34.20	34.19	37.48	19646800
COST	Costco Co.	1993-10-01	2016-01-25	Consumer Staples	Hypermarkets & Super Centers	154.07	150.78	150.55	154.48	1820600
COTY	Coty, Inc	2016-10-03	2016-01-25	Consumer Staples	Personal Products	22.75	22.45	22.08	23.26	1903200
CPB	Campbell Soup		2016-01-25	Consumer Staples	Packaged Foods & Meats	54.71	54.61	54.39	55.04	1993600
CRM	Salesforce.com	2008-09-15	2016-01-25	Information Technology	Internet Software & Services	71.23	69.92	69.80	71.40	2765100
CSCO	Cisco Systems	1993-12-01	2016-01-25	Information Technology	Networking Equipment	23.38	23.17	23.14	23.52	64066100
CSRA	CSRA Inc.	2015-12-01	2016-01-25	Information Technology	IT Consulting & Other Services	27.65	26.50	26.42	27.65	1652400
CSX	CSX Corp.	1967-09-30	2016-01-25	Industrials	Railroads	22.35	21.97	21.91	22.52	5609300
CTAS	Cintas Corporation		2016-01-25	Industrials	Diversified Support Services	82.27	81.85	81.69	82.67	588400
CTL	CenturyLink Inc		2016-01-25	Telecommunications Services	Integrated Telecommunications Services	23.67	23.76	23.49	24.17	7626700
CTSH	Cognizant Technology Solutions		2016-01-25	Information Technology	IT Consulting & Other Services	60.23	60.92	60.17	61.81	7242700
CTXS	Citrix Systems		2016-01-25	Information Technology	Internet Software & Services	66.98	66.05	65.64	67.84	1961600
CVS	CVS Health		2016-01-25	Consumer Staples	Drug Retail	95.56	94.07	93.99	95.80	5734900
CVX	Chevron Corp.		2016-01-25	Energy	Integrated Oil & Gas	82.29	80.89	80.80	84.29	12370300
CXO	Concho Resources	2016-02-22	2016-01-25	Energy	Oil & Gas Exploration & Production	83.69	80.68	80.46	86.95	1546600
D	Dominion Resources		2016-01-25	Utilities	Electric Utilities	69.79	69.56	69.27	70.14	2287300
DAL	Delta Air Lines	2013-09-11	2016-01-25	Industrials	Airlines	47.59	45.94	45.85	47.62	8602600
DD	Du Pont (E.I.)		2016-01-25	Materials	Diversified Chemicals	54.33	52.99	52.86	54.92	3781000
DE	Deere & Co.		2016-01-25	Industrials	Construction & Farm Machinery & Heavy Trucks	73.80	71.78	71.70	73.90	2633300
DFS	Discover Financial Services	2007-07-02	2016-01-25	Financials	Consumer Finance	48.31	47.59	47.49	48.59	4947700
DG	Dollar General	2012-12-03	2016-01-25	Consumer Discretionary	General Merchandise Stores	72.00	72.18	71.72	72.80	2404200
DGX	Quest Diagnostics		2016-01-25	Health Care	Health Care Facilities	65.98	65.57	65.43	66.86	700200
DHI	D. R. Horton		2016-01-25	Consumer Discretionary	Homebuilding	27.70	26.40	25.83	27.70	10665100
DHR	Danaher Corp.		2016-01-25	Industrials	Industrial Conglomerates	85.37	84.38	84.24	85.65	4108800
DIS	The Walt Disney Company	1976-06-30	2016-01-25	Consumer Discretionary	Broadcasting & Cable TV	96.42	95.29	95.12	96.68	7812200
DISCA	Discovery Communications-A	2010-03-01	2016-01-25	Consumer Discretionary	Cable & Satellite	26.71	26.25	26.18	26.87	2310500
DISCK	Discovery Communications-C	2014-08-07	2016-01-25	Consumer Discretionary	Cable & Satellite	26.32	25.92	25.88	26.42	2167100
DLPH	Delphi Automotive	2012-12-24	2016-01-25	Consumer Discretionary	Auto Parts & Equipment	64.83	64.28	63.82	65.19	2858400
DLR	Digital Realty Trust	2016-05-18	2016-01-25	Real Estate	Specialized REITs	74.77	75.72	74.29	76.42	1475400
DLTR	Dollar Tree	2011-12-19	2016-01-25	Consumer Discretionary	General Merchandise Stores	77.30	76.60	76.25	77.68	1676000
DNB	Dun & Bradstreet	2008-12-02	2016-01-25	Industrials	Research & Consulting Services	96.65	95.03	94.60	96.72	234000
DOV	Dover Corp.	1985-10-31	2016-01-25	Industrials	Industrial Machinery	53.18	53.06	52.49	53.64	2471100
DOW	Dow Chemical		2016-01-25	Materials	Diversified Chemicals	42.85	42.18	42.09	43.28	7306800
DPS	Dr Pepper Snapple Group	2008-10-07	2016-01-25	Consumer Staples	Soft Drinks	91.05	91.01	90.42	91.72	2156700
DRI	Darden Restaurants		2016-01-25	Consumer Discretionary	Restaurants	62.10	61.47	61.31	62.59	2437100
DTE	DTE Energy Co.		2016-01-25	Utilities	MultiUtilities	81.37	80.76	80.53	81.43	862300
DUK	Duke Energy	1976-06-30	2016-01-25	Utilities	Electric Utilities	72.19	71.80	71.52	72.29	2398600
DVA	DaVita Inc.	2008-07-31	2016-01-25	Health Care	Health Care Facilities	66.72	65.95	65.88	67.17	743000
DVN	Devon Energy Corp.		2016-01-25	Energy	Oil & Gas Exploration & Production	24.75	22.77	22.76	26.02	10370000
EA	Electronic Arts		2016-01-25	Information Technology	Home Entertainment Software	69.29	69.92	68.76	70.49	5422500
EBAY	eBay Inc.		2016-01-25	Information Technology	Internet Software & Services	26.40	26.14	26.10	26.55	9867100
ECL	Ecolab Inc.	1989-01-31	2016-01-25	Materials	Specialty Chemicals	104.48	103.26	103.08	104.89	1206000
ED	Consolidated Edison		2016-01-25	Utilities	Electric Utilities	68.17	67.81	67.48	68.23	2131300
EFX	Equifax Inc.		2016-01-25	Industrials	Research & Consulting Services	104.63	104.14	103.72	104.70	1024000
EIX	Edison Int'l		2016-01-25	Utilities	Electric Utilities	59.80	59.92	59.21	60.01	2124900
EL	Estee Lauder Cos.		2016-01-25	Consumer Staples	Personal Products	84.63	83.47	83.37	85.14	2124300
EMN	Eastman Chemical	1994-01-01	2016-01-25	Materials	Diversified Chemicals	62.13	60.76	60.63	62.62	1021000
EMR	Emerson Electric Company	1965-03-31	2016-01-25	Industrials	Industrial Conglomerates	42.99	42.29	42.18	43.10	4471400
ENDP	Endo International	2015-01-27	2016-01-25	Health Care	Pharmaceuticals	57.99	57.84	57.05	58.98	3480400
EOG	EOG Resources		2016-01-25	Energy	Oil & Gas Exploration & Production	64.62	61.59	61.51	66.15	4969200
EQIX	Equinix	2015-03-20	2016-01-25	Real Estate	REITs	296.26	299.93	295.78	306.31	1369700
EQR	Equity Residential		2016-01-25	Real Estate	REITs	77.61	78.20	77.15	79.20	1843100
EQT	EQT Corporation	2008-12-19	2016-01-25	Energy	Oil & Gas Exploration & Production	56.61	56.28	56.24	58.27	2412800
ES	Eversource Energy		2016-01-25	Utilities	MultiUtilities	51.62	51.64	51.22	51.97	1950700
ESRX	Express Scripts	2003-09-25	2016-01-25	Health Care	Health Care Distributors	72.21	72.31	71.51	73.00	7249100
ESS	Essex Property Trust, Inc.	2014-04-02	2016-01-25	Real Estate	Residential REITs	224.86	223.11	222.46	227.22	432500
ETFC	E*Trade	2004-03-31	2016-01-25	Financials	Investment Banking & Brokerage	23.81	23.43	23.27	24.18	6270600
ETN	Eaton Corporation		2016-01-25	Industrials	Industrial Conglomerates	48.23	47.27	47.15	48.56	2506000
ETR	Entergy Corp.		2016-01-25	Utilities	Electric Utilities	68.65	67.58	67.23	68.73	985200
EVHC	Envision Healthcare Corp	2016-12-02	2016-01-25	Health Care	Health Care Services	23.37	23.15	23.06	23.60	1535700
EW	Edwards Lifesciences	2011-04-01	2016-01-25	Health Care	Health Care Equipment	79.10	80.20	79.08	80.70	1398700
EXC	Exelon Corp.		2016-01-25	Utilities	MultiUtilities	28.00	27.16	27.14	28.10	8437100
EXPD	Expeditors Int'l	2007-10-10	2016-01-25	Industrials	Air Freight & Logistics	43.32	43.10	42.99	43.53	1586200
EXPE	Expedia Inc.	2007-10-02	2016-01-25	Consumer Discretionary	Internet & Direct Marketing Retail	106.88	105.21	104.98	107.86	1852700
EXR	Extra Space Storage	2016-01-19	2016-01-25	Real Estate	Specialized REITs	87.74	87.60	87.28	88.99	1140300
F	Ford Motor		2016-01-25	Consumer Discretionary	Automobile Manufacturers	12.30	11.98	11.93	12.31	96738600
FAST	Fastenal Co	2009-09-15	2016-01-25	Industrials	Building Products	37.82	36.82	36.76	38.07	3373200
FB	Facebook	2013-12-23	2016-01-25	Information Technology	Internet Software & Services	98.72	97.01	96.93	99.48	32482000
FBHS	Fortune Brands Home & Security	2016-06-22	2016-01-25	Industrials	Building Products	48.09	47.54	47.39	48.56	798600
FCX	Freeport-McMoran Cp & Gld		2016-01-25	Materials	Copper	3.87	3.94	3.81	4.00	51509400
FDX	FedEx Corporation	1980-12-31	2016-01-25	Industrials	Air Freight & Logistics	127.00	126.04	125.71	128.05	2737600
FE	FirstEnergy Corp		2016-01-25	Utilities	Electric Utilities	32.28	31.82	31.78	32.32	3435700
FFIV	F5 Networks	2010-12-20	2016-01-25	Information Technology	Networking Equipment	93.61	93.92	93.40	95.77	1914900
FIS	Fidelity National Information Services		2016-01-25	Information Technology	Internet Software & Services	59.17	58.85	58.76	59.65	1271800
FISV	Fiserv Inc		2016-01-25	Information Technology	Internet Software & Services	90.40	90.16	89.97	91.49	1275400
FITB	Fifth Third Bancorp		2016-01-25	Financials	Banks	15.78	15.01	14.90	15.88	24445600
FL	Foot Locker Inc	2016-04-04	2016-01-25	Consumer Discretionary	Apparel Retail	65.35	64.47	64.30	65.49	1650300
FLIR	FLIR Systems	2009-01-02	2016-01-25	Information Technology	Electronic Equipment & Instruments	30.37	30.17	30.10	30.71	1321700
FLR	Fluor Corp.	1980-03-31	2016-01-25	Industrials	Diversified Commercial Services	42.55	42.35	42.02	42.94	1785300
FLS	Flowserve Corporation	2008-10-02	2016-01-25	Industrials	Industrial Machinery	36.80	35.92	35.87	37.00	1087800
FMC	FMC Corporation	2009-08-19	2016-01-25	Materials	Diversified Chemicals	34.91	33.65	33.63	35.10	949500
FOX	Twenty-First Century Fox Class B	2015-09-18	2016-01-25	Consumer Discretionary	Publishing	26.24	26.00	25.97	26.31	3929500
FOXA	Twenty-First Century Fox Class A	2013-07-01	2016-01-25	Consumer Discretionary	Publishing	26.24	26.00	25.97	26.30	16417000
FRT	Federal Realty Investment Trust	2016-02-01	2016-01-25	Real Estate	Retail REITs	149.28	148.86	147.09	150.53	908100
FSLR	First Solar Inc	2009-10-16	2016-01-25	Information Technology	Semiconductors	66.56	64.14	63.93	66.59	1866000
FTI	FMC Technologies Inc.	2009-06-05	2016-01-25	Energy	Oil & Gas Equipment & Services	23.61	23.38	23.37	24.54	4773400
FTR	Frontier Communications		2016-01-25	Telecommunications Services	Integrated Telecommunications Services	4.34	4.19	4.19	4.40	13178200
GD	General Dynamics		2016-01-25	Industrials	Aerospace & Defense	126.01	124.60	124.43	126.33	1788000
GE	General Electric		2016-01-25	Industrials	Industrial Conglomerates	28.32	28.04	28.00	28.49	44848800
GGP	General Growth Properties Inc.	2013-12-10	2016-01-25	Real Estate	Retail REITs	26.84	26.92	26.46	27.46	6322600
GILD	Gilead Sciences		2016-01-25	Health Care	Biotechnology	91.53	90.61	90.43	93.54	10188400
GIS	General Mills	1969-03-31	2016-01-25	Consumer Staples	Packaged Foods & Meats	55.28	54.80	54.72	55.33	2848000
GLW	Corning Inc.		2016-01-25	Information Technology	Electronic Components	17.05	16.76	16.62	17.13	13527400
GM	General Motors	2013-06-06	2016-01-25	Consumer Discretionary	Automobile Manufacturers	29.33	29.23	29.02	29.59	33627700
GOOG	Alphabet Inc Class C		2016-01-25	Information Technology	Internet Software & Services	723.58	711.67	710.01	729.68	1711700
GOOGL	Alphabet Inc Class A	2014-04-03	2016-01-25	Information Technology	Internet Software & Services	743.84	733.62	732.50	752.46	2267000
GPC	Genuine Parts	1973-12-31	2016-01-25	Consumer Discretionary	Specialty Stores	79.44	79.30	79.02	79.98	881000
GPN	Global Payments Inc	2016-04-25	2016-01-25	Information Technology	Data Processing & Outsourced Services	58.79	57.66	57.55	59.18	2309200
GPS	Gap (The)	1986-08-31	2016-01-25	Consumer Discretionary	Apparel Retail	23.77	23.06	22.94	24.09	6190700
GRMN	Garmin Ltd.	2012-12-12	2016-01-25	Consumer Discretionary	Consumer Electronics	33.75	33.20	33.15	33.83	1045500
GS	Goldman Sachs Group		2016-01-25	Financials	Investment Banking & Brokerage	156.40	151.12	151.12	156.53	5051700
GT	Goodyear Tire & Rubber		2016-01-25	Consumer Discretionary	Tires & Rubber	28.33	27.81	27.46	28.42	2963500
GWW	Grainger (W.W.) Inc.	1981-06-30	2016-01-25	Industrials	Industrial Materials	187.18	185.53	182.75	187.37	1058800
HAL	Halliburton Co.		2016-01-25	Energy	Oil & Gas Equipment & Services	30.13	29.28	29.23	30.66	18800700
HAR	Harman Int'l Industries		2016-01-25	Consumer Discretionary	Consumer Electronics	77.67	77.85	77.07	80.20	1228600
HAS	Hasbro Inc.	1984-09-30	2016-01-25	Consumer Discretionary	Leisure Products	72.72	70.91	70.74	73.23	1597900
HBAN	Huntington Bancshares		2016-01-25	Financials	Banks	9.09	8.80	8.79	9.15	71293800
HBI	Hanesbrands Inc	2015-03-20	2016-01-25	Consumer Discretionary	Apparel, Accessories & Luxury Goods	29.11	29.08	28.92	29.32	3000900
HCA	HCA Holdings	2015-01-27	2016-01-25	Health Care	Health Care Facilities	65.75	65.58	65.35	66.47	2193500
HCN	Welltower Inc.	2009-01-30	2016-01-25	Real Estate	REITs	67.68	66.75	66.64	68.44	1895200
HCP	HCP Inc.	2008-03-31	2016-01-25	Real Estate	REITs	36.96	36.64	36.36	37.15	3673800
HD	Home Depot	1988-03-31	2016-01-25	Consumer Discretionary	Home Improvement Retail	123.38	121.71	121.56	123.85	4854700
HES	Hess Corporation	1984-05-31	2016-01-25	Energy	Integrated Oil & Gas	37.16	34.38	34.28	37.84	10090500
HIG	Hartford Financial Svc.Gp.		2016-01-25	Financials	Property & Casualty Insurance	38.66	37.63	37.57	38.82	3180500
HOG	Harley-Davidson		2016-01-25	Consumer Discretionary	Motorcycle Manufacturers	40.88	40.09	39.90	41.43	3119700
HOLX	Hologic	2016-03-30	2016-01-25	Health Care	Health Care Equipment	35.03	35.69	34.56	36.01	2983900
HON	Honeywell Int'l Inc.	1964-03-31	2016-01-25	Industrials	Industrial Conglomerates	97.58	96.48	96.37	97.72	2431800
HP	Helmerich & Payne		2016-01-25	Energy	Oil & Gas Drilling	45.73	43.93	43.90	46.62	2595300
HPE	Hewlett Packard Enterprise	2015-11-02	2016-01-25	Information Technology	Technology Hardware, Storage & Peripherals	13.29	13.34	13.12	13.55	11183400
HPQ	HP Inc.	1974-12-31	2016-01-25	Information Technology	Computer Hardware	9.79	9.49	9.45	9.81	14556800
HRB	Block H&R	1986-11-30	2016-01-25	Financials	Consumer Finance	32.66	32.47	32.34	32.74	2315300
HRL	Hormel Foods Corp.	2009-03-04	2016-01-25	Consumer Staples	Packaged Foods & Meats	76.00	75.52	75.36	76.47	3080000
HRS	Harris Corporation	2008-09-22	2016-01-25	Information Technology	Telecommunications Equipment	83.90	84.13	83.41	84.76	1610400
HSIC	Henry Schein	2015-03-17	2016-01-25	Health Care	Health Care Distributors	146.37	144.70	144.56	146.98	447000
HST	Host Hotels & Resorts	2007-03-20	2016-01-25	Real Estate	REITs	13.81	13.57	13.49	13.93	9534200
HSY	The Hershey Company		2016-01-25	Consumer Staples	Packaged Foods & Meats	84.91	83.77	83.03	85.21	2127100
HUM	Humana Inc.		2016-01-25	Health Care	Managed Health Care	166.22	163.29	163.11	166.81	537200
IBM	International Business Machines		2016-01-25	Information Technology	IT Consulting & Other Services	122.10	122.08	121.64	124.23	5446000
ICE	Intercontinental Exchange	2007-09-26	2016-01-25	Financials	Diversified Financial Services	252.57	248.77	246.41	253.60	4532000
IDXX	IDEXX Laboratories	2017-01-05	2016-01-25	Health Care	Health Care Equipment	66.18	65.87	65.57	66.73	761000
IFF	Intl Flavors & Fragrances	1976-03-31	2016-01-25	Materials	Specialty Chemicals	110.14	110.40	108.08	111.31	1261400
ILMN	Illumina Inc	2015-11-19	2016-01-25	Health Care	Life Sciences Tools & Services	176.62	174.48	173.68	179.04	1028500
INTC	Intel Corp.	1976-12-31	2016-01-25	Information Technology	Semiconductors	29.99	29.60	29.57	30.22	26441000
INTU	Intuit Inc.	2000-12-05	2016-01-25	Information Technology	Internet Software & Services	93.47	91.73	91.59	93.66	1310200
IP	International Paper		2016-01-25	Materials	Paper Packaging	34.98	32.58	32.50	35.01	14645200
IPG	Interpublic Group	1992-10-01	2016-01-25	Consumer Discretionary	Advertising	21.98	21.73	21.68	22.10	3460800
IR	Ingersoll-Rand PLC	2010-11-17	2016-01-25	Industrials	Industrial Conglomerates	50.05	48.82	48.76	50.43	2704200
IRM	Iron Mountain Incorporated	2009-01-06	2016-01-25	Real Estate	REITs	25.48	25.27	25.16	25.49	1373200
ISRG	Intuitive Surgical Inc.	2008-06-02	2016-01-25	Health Care	Health Care Equipment	563.88	558.22	556.75	570.61	460000
ITW	Illinois Tool Works	1986-02-28	2016-01-25	Industrials	Industrial Machinery	84.05	81.05	80.95	84.05	1654600
IVZ	Invesco Ltd.	2008-08-21	2016-01-25	Financials	Asset Management & Custody Banks	29.27	28.65	28.53	29.35	5248900
JBHT	J. B. Hunt Transport Services	2015-07-01	2016-01-25	Industrials	Trucking	68.69	68.83	68.02	69.87	1778600
JCI	Johnson Controls International	2010-08-27	2016-01-25	Industrials	Building Products	32.86	34.15	32.07	34.39	23949800
JEC	Jacobs Engineering Group	2007-10-26	2016-01-25	Industrials	Industrial Conglomerates	37.12	36.72	36.65	37.70	833700
JNJ	Johnson & Johnson	1973-06-30	2016-01-25	Health Care	Health Care Equipment	96.72	96.40	96.04	97.69	9350200
JNPR	Juniper Networks		2016-01-25	Information Technology	Networking Equipment	26.11	26.19	25.86	26.22	5316500
JPM	JPMorgan Chase & Co.	1975-06-30	2016-01-25	Financials	Banks	56.48	55.66	55.60	56.85	21114400
JWN	Nordstrom	1986-08-31	2016-01-25	Consumer Discretionary	Department Stores	47.93	46.87	46.76	48.19	3193800
K	Kellogg Co.		2016-01-25	Consumer Staples	Packaged Foods & Meats	71.20	70.51	70.44	71.65	1289300
KEY	KeyCorp	1994-03-01	2016-01-25	Financials	Banks	11.28	10.85	10.81	11.31	18892900
KHC	Kraft Heinz Co	2015-07-06	2016-01-25	Consumer Staples	Packaged Foods & Meats	73.70	74.03	73.34	74.67	4123100
KIM	Kimco Realty		2016-01-25	Real Estate	REITs	26.60	26.19	26.18	26.87	3475700
KLAC	KLA-Tencor Corp.		2016-01-25	Information Technology	Semiconductor Equipment	65.02	64.65	64.56	65.26	1251600
KMB	Kimberly-Clark		2016-01-25	Consumer Staples	Household Products	123.22	122.69	121.50	125.54	5126300
KMI	Kinder Morgan	2012-05-25	2016-01-25	Energy	Oil & Gas Refining & Marketing & Transportation	15.14	14.19	14.18	15.74	36429300
KMX	Carmax Inc	2010-06-28	2016-01-25	Consumer Discretionary	Specialty Stores	45.68	44.98	44.90	45.86	3055900
KO	Coca Cola Company		2016-01-25	Consumer Staples	Soft Drinks	42.24	42.16	41.93	42.50	12505200
KORS	Michael Kors Holdings	2013-11-13	2016-01-25	Consumer Discretionary	Apparel, Accessories & Luxury Goods	38.12	36.73	36.57	38.37	3301500
KR	Kroger Co.		2016-01-25	Consumer Staples	Food Retail	37.26	36.67	36.58	37.35	10866600
KSS	Kohl's Corp.		2016-01-25	Consumer Discretionary	General Merchandise Stores	48.19	47.36	47.23	48.37	1943800
KSU	Kansas City Southern	2013-05-24	2016-01-25	Industrials	Railroads	67.13	65.20	64.62	67.18	1939700
L	Loews Corp.		2016-01-25	Financials	Multi-Sector Holdings	34.91	34.21	34.15	34.95	1016100
LB	L Brands Inc.	1983-09-30	2016-01-25	Consumer Discretionary	Apparel Retail	95.81	95.27	94.93	96.39	1752700
LEG	Leggett & Platt		2016-01-25	Industrials	Industrial Conglomerates	39.34	39.35	39.11	39.94	1228000
LEN	Lennar Corp.		2016-01-25	Consumer Discretionary	Homebuilding	41.90	40.60	40.34	42.06	4533900
LH	Laboratory Corp. of America Holding		2016-01-25	Health Care	Health Care Facilities	112.80	110.99	110.84	113.39	641200
LKQ	LKQ Corporation	2016-05-23	2016-01-25	Consumer Discretionary	Distributors	26.72	26.06	25.52	26.90	1543500
LLL	L-3 Communications Holdings		2016-01-25	Industrials	Industrial Conglomerates	111.56	110.27	110.14	111.84	347500
LLTC	Linear Technology Corp.		2016-01-25	Information Technology	Semiconductors	41.62	40.84	40.78	41.69	4285600
LLY	Lilly (Eli) & Co.	1970-12-31	2016-01-25	Health Care	Pharmaceuticals	82.50	81.71	81.62	83.20	2632800
LMT	Lockheed Martin Corp.	1984-07-31	2016-01-25	Industrials	Aerospace & Defense	211.84	211.01	210.00	212.75	1792100
LNC	Lincoln National	1976-06-30	2016-01-25	Financials	Multi-line Insurance	39.40	38.53	38.40	39.62	2698200
LNT	Alliant Energy Corp	2016-07-01	2016-01-25	Utilities	Electric Utilities	63.09	62.36	62.07	63.20	1164600
LOW	Lowe's Cos.	1984-02-29	2016-01-25	Consumer Discretionary	Home Improvement Retail	70.66	69.90	69.84	71.00	5640100
LRCX	Lam Research	2012-06-29	2016-01-25	Information Technology	Semiconductor Equipment	69.17	68.00	67.83	69.17	2588600
LUK	Leucadia National Corp.	2007-08-27	2016-01-25	Financials	Multi-Sector Holdings	16.75	16.48	16.32	16.87	2286000
LUV	Southwest Airlines	1994-07-01	2016-01-25	Industrials	Airlines	39.35	38.20	38.13	39.38	9441200
LVLT	Level 3 Communications	2014-11-05	2016-01-25	Telecommunications Services	Alternative Carriers	47.62	46.75	46.68	47.86	1393600
